ID,date,city,variable,amount,cid
70,2009, 臺灣地區,家庭收支.平均戶內人口數,3.34,A
71,2009, 新北市,家庭收支.平均戶內人口數,3.48,A
72,2009, 臺北市,家庭收支.平均戶內人口數,3.22,A
73,2009, 桃園市,家庭收支.平均戶內人口數,3.5,A
74,2009, 臺中市,家庭收支.平均戶內人口數,3.42,A
75,2009, 臺南市,家庭收支.平均戶內人口數,3.28,A
76,2009, 高雄市,家庭收支.平均戶內人口數,3.27,A
77,2009, 宜蘭縣,家庭收支.平均戶內人口數,3.11,A
78,2009, 新竹縣,家庭收支.平均戶內人口數,3.68,A
79,2009, 苗栗縣,家庭收支.平均戶內人口數,3.54,A
80,2009, 彰化縣,家庭收支.平均戶內人口數,3.56,A
81,2009, 南投縣,家庭收支.平均戶內人口數,3.54,A
82,2009, 雲林縣,家庭收支.平均戶內人口數,2.97,A
83,2009, 嘉義縣,家庭收支.平均戶內人口數,2.89,A
84,2009, 屏東縣,家庭收支.平均戶內人口數,3.23,A
85,2009, 臺東縣,家庭收支.平均戶內人口數,2.94,A
86,2009, 花蓮縣,家庭收支.平均戶內人口數,2.94,A
87,2009, 澎湖縣,家庭收支.平均戶內人口數,2.95,A
88,2009, 基隆市,家庭收支.平均戶內人口數,3.25,A
89,2009, 新竹市,家庭收支.平均戶內人口數,3.51,A
90,2009, 嘉義市,家庭收支.平均戶內人口數,2.84,A
91,2009, 金門縣,家庭收支.平均戶內人口數,3.29,A
92,2009, 連江縣,家庭收支.平均戶內人口數,3.37,A
93,2010, 臺灣地區,家庭收支.平均戶內人口數,3.25,A
94,2010, 新北市,家庭收支.平均戶內人口數,3.27,A
95,2010, 臺北市,家庭收支.平均戶內人口數,3.23,A
96,2010, 桃園市,家庭收支.平均戶內人口數,3.36,A
97,2010, 臺中市,家庭收支.平均戶內人口數,3.41,A
98,2010, 臺南市,家庭收支.平均戶內人口數,3.16,A
99,2010, 高雄市,家庭收支.平均戶內人口數,3.12,A
100,2010, 宜蘭縣,家庭收支.平均戶內人口數,3.21,A
101,2010, 新竹縣,家庭收支.平均戶內人口數,3.72,A
102,2010, 苗栗縣,家庭收支.平均戶內人口數,3.42,A
103,2010, 彰化縣,家庭收支.平均戶內人口數,3.49,A
104,2010, 南投縣,家庭收支.平均戶內人口數,3.42,A
105,2010, 雲林縣,家庭收支.平均戶內人口數,3.01,A
106,2010, 嘉義縣,家庭收支.平均戶內人口數,3.04,A
107,2010, 屏東縣,家庭收支.平均戶內人口數,3.16,A
108,2010, 臺東縣,家庭收支.平均戶內人口數,2.55,A
109,2010, 花蓮縣,家庭收支.平均戶內人口數,2.95,A
110,2010, 澎湖縣,家庭收支.平均戶內人口數,2.88,A
111,2010, 基隆市,家庭收支.平均戶內人口數,3.15,A
112,2010, 新竹市,家庭收支.平均戶內人口數,3.53,A
113,2010, 嘉義市,家庭收支.平均戶內人口數,2.79,A
114,2010, 金門縣,家庭收支.平均戶內人口數,3.49,A
115,2010, 連江縣,家庭收支.平均戶內人口數,3.28,A
116,2011, 臺灣地區,家庭收支.平均戶內人口數,3.29,A
117,2011, 新北市,家庭收支.平均戶內人口數,3.32,A
118,2011, 臺北市,家庭收支.平均戶內人口數,3.28,A
119,2011, 桃園市,家庭收支.平均戶內人口數,3.52,A
120,2011, 臺中市,家庭收支.平均戶內人口數,3.45,A
121,2011, 臺南市,家庭收支.平均戶內人口數,3.19,A
122,2011, 高雄市,家庭收支.平均戶內人口數,3.16,A
123,2011, 宜蘭縣,家庭收支.平均戶內人口數,3.17,A
124,2011, 新竹縣,家庭收支.平均戶內人口數,3.6,A
125,2011, 苗栗縣,家庭收支.平均戶內人口數,3.57,A
126,2011, 彰化縣,家庭收支.平均戶內人口數,3.54,A
127,2011, 南投縣,家庭收支.平均戶內人口數,3.4,A
128,2011, 雲林縣,家庭收支.平均戶內人口數,2.99,A
129,2011, 嘉義縣,家庭收支.平均戶內人口數,2.91,A
130,2011, 屏東縣,家庭收支.平均戶內人口數,3.01,A
131,2011, 臺東縣,家庭收支.平均戶內人口數,2.72,A
132,2011, 花蓮縣,家庭收支.平均戶內人口數,2.8,A
133,2011, 澎湖縣,家庭收支.平均戶內人口數,2.86,A
134,2011, 基隆市,家庭收支.平均戶內人口數,3.18,A
135,2011, 新竹市,家庭收支.平均戶內人口數,3.45,A
136,2011, 嘉義市,家庭收支.平均戶內人口數,3.13,A
137,2011, 金門縣,家庭收支.平均戶內人口數,3.26,A
138,2011, 連江縣,家庭收支.平均戶內人口數,3.06,A
139,2012, 臺灣地區,家庭收支.平均戶內人口數,3.23,A
140,2012, 新北市,家庭收支.平均戶內人口數,3.28,A
141,2012, 臺北市,家庭收支.平均戶內人口數,3.21,A
142,2012, 桃園市,家庭收支.平均戶內人口數,3.5,A
143,2012, 臺中市,家庭收支.平均戶內人口數,3.27,A
144,2012, 臺南市,家庭收支.平均戶內人口數,3.18,A
145,2012, 高雄市,家庭收支.平均戶內人口數,3.15,A
146,2012, 宜蘭縣,家庭收支.平均戶內人口數,3.29,A
147,2012, 新竹縣,家庭收支.平均戶內人口數,3.58,A
148,2012, 苗栗縣,家庭收支.平均戶內人口數,3.37,A
149,2012, 彰化縣,家庭收支.平均戶內人口數,3.33,A
150,2012, 南投縣,家庭收支.平均戶內人口數,3.32,A
151,2012, 雲林縣,家庭收支.平均戶內人口數,2.94,A
152,2012, 嘉義縣,家庭收支.平均戶內人口數,2.82,A
153,2012, 屏東縣,家庭收支.平均戶內人口數,3.12,A
154,2012, 臺東縣,家庭收支.平均戶內人口數,2.71,A
155,2012, 花蓮縣,家庭收支.平均戶內人口數,2.75,A
156,2012, 澎湖縣,家庭收支.平均戶內人口數,2.8,A
157,2012, 基隆市,家庭收支.平均戶內人口數,2.92,A
158,2012, 新竹市,家庭收支.平均戶內人口數,3.29,A
159,2012, 嘉義市,家庭收支.平均戶內人口數,3.04,A
160,2012, 金門縣,家庭收支.平均戶內人口數,3.23,A
161,2012, 連江縣,家庭收支.平均戶內人口數,2.93,A
162,2013, 臺灣地區,家庭收支.平均戶內人口數,3.21,A
163,2013, 新北市,家庭收支.平均戶內人口數,3.27,A
164,2013, 臺北市,家庭收支.平均戶內人口數,3.13,A
165,2013, 桃園市,家庭收支.平均戶內人口數,3.56,A
166,2013, 臺中市,家庭收支.平均戶內人口數,3.29,A
167,2013, 臺南市,家庭收支.平均戶內人口數,3.18,A
168,2013, 高雄市,家庭收支.平均戶內人口數,3.1,A
169,2013, 宜蘭縣,家庭收支.平均戶內人口數,3.05,A
170,2013, 新竹縣,家庭收支.平均戶內人口數,3.42,A
171,2013, 苗栗縣,家庭收支.平均戶內人口數,3.24,A
172,2013, 彰化縣,家庭收支.平均戶內人口數,3.35,A
173,2013, 南投縣,家庭收支.平均戶內人口數,3.07,A
174,2013, 雲林縣,家庭收支.平均戶內人口數,2.87,A
175,2013, 嘉義縣,家庭收支.平均戶內人口數,3.07,A
176,2013, 屏東縣,家庭收支.平均戶內人口數,3.11,A
177,2013, 臺東縣,家庭收支.平均戶內人口數,2.54,A
178,2013, 花蓮縣,家庭收支.平均戶內人口數,2.91,A
179,2013, 澎湖縣,家庭收支.平均戶內人口數,2.82,A
180,2013, 基隆市,家庭收支.平均戶內人口數,2.9,A
181,2013, 新竹市,家庭收支.平均戶內人口數,3.39,A
182,2013, 嘉義市,家庭收支.平均戶內人口數,3.29,A
183,2013, 金門縣,家庭收支.平均戶內人口數,3.2,A
184,2013, 連江縣,家庭收支.平均戶內人口數,3.06,A
185,2014, 臺灣地區,家庭收支.平均戶內人口數,3.15,A
186,2014, 新北市,家庭收支.平均戶內人口數,3.25,A
187,2014, 臺北市,家庭收支.平均戶內人口數,3.13,A
188,2014, 桃園市,家庭收支.平均戶內人口數,3.46,A
189,2014, 臺中市,家庭收支.平均戶內人口數,3.15,A
190,2014, 臺南市,家庭收支.平均戶內人口數,3.12,A
191,2014, 高雄市,家庭收支.平均戶內人口數,3.05,A
192,2014, 宜蘭縣,家庭收支.平均戶內人口數,3.17,A
193,2014, 新竹縣,家庭收支.平均戶內人口數,3.49,A
194,2014, 苗栗縣,家庭收支.平均戶內人口數,3.39,A
195,2014, 彰化縣,家庭收支.平均戶內人口數,3.31,A
196,2014, 南投縣,家庭收支.平均戶內人口數,3.03,A
197,2014, 雲林縣,家庭收支.平均戶內人口數,2.85,A
198,2014, 嘉義縣,家庭收支.平均戶內人口數,2.77,A
199,2014, 屏東縣,家庭收支.平均戶內人口數,2.84,A
200,2014, 臺東縣,家庭收支.平均戶內人口數,2.58,A
201,2014, 花蓮縣,家庭收支.平均戶內人口數,2.64,A
202,2014, 澎湖縣,家庭收支.平均戶內人口數,2.63,A
203,2014, 基隆市,家庭收支.平均戶內人口數,2.8,A
204,2014, 新竹市,家庭收支.平均戶內人口數,3.36,A
205,2014, 嘉義市,家庭收支.平均戶內人口數,2.97,A
206,2014, 金門縣,家庭收支.平均戶內人口數,3.02,A
207,2014, 連江縣,家庭收支.平均戶內人口數,2.84,A
208,2015, 臺灣地區,家庭收支.平均戶內人口數,3.1,A
209,2015, 新北市,家庭收支.平均戶內人口數,3.14,A
210,2015, 臺北市,家庭收支.平均戶內人口數,3.08,A
211,2015, 桃園市,家庭收支.平均戶內人口數,3.45,A
212,2015, 臺中市,家庭收支.平均戶內人口數,3.11,A
213,2015, 臺南市,家庭收支.平均戶內人口數,3.11,A
214,2015, 高雄市,家庭收支.平均戶內人口數,2.96,A
215,2015, 宜蘭縣,家庭收支.平均戶內人口數,3.23,A
216,2015, 新竹縣,家庭收支.平均戶內人口數,3.31,A
217,2015, 苗栗縣,家庭收支.平均戶內人口數,3.15,A
218,2015, 彰化縣,家庭收支.平均戶內人口數,3.15,A
219,2015, 南投縣,家庭收支.平均戶內人口數,3.01,A
220,2015, 雲林縣,家庭收支.平均戶內人口數,2.9,A
221,2015, 嘉義縣,家庭收支.平均戶內人口數,3.09,A
222,2015, 屏東縣,家庭收支.平均戶內人口數,2.91,A
223,2015, 臺東縣,家庭收支.平均戶內人口數,2.53,A
224,2015, 花蓮縣,家庭收支.平均戶內人口數,2.71,A
225,2015, 澎湖縣,家庭收支.平均戶內人口數,2.55,A
226,2015, 基隆市,家庭收支.平均戶內人口數,2.84,A
227,2015, 新竹市,家庭收支.平均戶內人口數,3.33,A
228,2015, 嘉義市,家庭收支.平均戶內人口數,3.09,A
229,2015, 金門縣,家庭收支.平均戶內人口數,3.23,A
230,2015, 連江縣,家庭收支.平均戶內人口數,2.81,A
231,2006, 臺灣地區,家庭收支.平均每戶就業人數,1.52,B
232,2006, 新北市,家庭收支.平均每戶就業人數,1.52,B
233,2006, 臺北市,家庭收支.平均每戶就業人數,1.4,B
234,2006, 桃園市,家庭收支.平均每戶就業人數,1.63,B
235,2006, 臺中市,家庭收支.平均每戶就業人數,1.58,B
236,2006, 臺南市,家庭收支.平均每戶就業人數,1.57,B
237,2006, 高雄市,家庭收支.平均每戶就業人數,1.45,B
238,2006, 宜蘭縣,家庭收支.平均每戶就業人數,1.37,B
239,2006, 新竹縣,家庭收支.平均每戶就業人數,1.8,B
240,2006, 苗栗縣,家庭收支.平均每戶就業人數,1.58,B
241,2006, 彰化縣,家庭收支.平均每戶就業人數,1.85,B
242,2006, 南投縣,家庭收支.平均每戶就業人數,1.55,B
243,2006, 雲林縣,家庭收支.平均每戶就業人數,1.61,B
244,2006, 嘉義縣,家庭收支.平均每戶就業人數,1.46,B
245,2006, 屏東縣,家庭收支.平均每戶就業人數,1.53,B
246,2006, 臺東縣,家庭收支.平均每戶就業人數,1.19,B
247,2006, 花蓮縣,家庭收支.平均每戶就業人數,1.18,B
248,2006, 澎湖縣,家庭收支.平均每戶就業人數,1,B
249,2006, 基隆市,家庭收支.平均每戶就業人數,1.31,B
250,2006, 新竹市,家庭收支.平均每戶就業人數,1.58,B
251,2006, 嘉義市,家庭收支.平均每戶就業人數,1.24,B
252,2006, 金門縣,家庭收支.平均每戶就業人數,1.23,B
253,2006, 連江縣,家庭收支.平均每戶就業人數,1.55,B
254,2007, 臺灣地區,家庭收支.平均每戶就業人數,1.5,B
255,2007, 新北市,家庭收支.平均每戶就業人數,1.56,B
256,2007, 臺北市,家庭收支.平均每戶就業人數,1.42,B
257,2007, 桃園市,家庭收支.平均每戶就業人數,1.57,B
258,2007, 臺中市,家庭收支.平均每戶就業人數,1.54,B
259,2007, 臺南市,家庭收支.平均每戶就業人數,1.6,B
260,2007, 高雄市,家庭收支.平均每戶就業人數,1.46,B
261,2007, 宜蘭縣,家庭收支.平均每戶就業人數,1.3,B
262,2007, 新竹縣,家庭收支.平均每戶就業人數,1.66,B
263,2007, 苗栗縣,家庭收支.平均每戶就業人數,1.5,B
264,2007, 彰化縣,家庭收支.平均每戶就業人數,1.64,B
265,2007, 南投縣,家庭收支.平均每戶就業人數,1.65,B
266,2007, 雲林縣,家庭收支.平均每戶就業人數,1.48,B
267,2007, 嘉義縣,家庭收支.平均每戶就業人數,1.36,B
268,2007, 屏東縣,家庭收支.平均每戶就業人數,1.43,B
269,2007, 臺東縣,家庭收支.平均每戶就業人數,1.22,B
270,2007, 花蓮縣,家庭收支.平均每戶就業人數,1.17,B
271,2007, 澎湖縣,家庭收支.平均每戶就業人數,0.98,B
272,2007, 基隆市,家庭收支.平均每戶就業人數,1.31,B
273,2007, 新竹市,家庭收支.平均每戶就業人數,1.53,B
274,2007, 嘉義市,家庭收支.平均每戶就業人數,1.29,B
275,2007, 金門縣,家庭收支.平均每戶就業人數,1.21,B
276,2007, 連江縣,家庭收支.平均每戶就業人數,1.6,B
277,2008, 臺灣地區,家庭收支.平均每戶就業人數,1.49,B
278,2008, 新北市,家庭收支.平均每戶就業人數,1.58,B
279,2008, 臺北市,家庭收支.平均每戶就業人數,1.4,B
280,2008, 桃園市,家庭收支.平均每戶就業人數,1.53,B
281,2008, 臺中市,家庭收支.平均每戶就業人數,1.56,B
282,2008, 臺南市,家庭收支.平均每戶就業人數,1.54,B
283,2008, 高雄市,家庭收支.平均每戶就業人數,1.47,B
284,2008, 宜蘭縣,家庭收支.平均每戶就業人數,1.31,B
285,2008, 新竹縣,家庭收支.平均每戶就業人數,1.68,B
286,2008, 苗栗縣,家庭收支.平均每戶就業人數,1.45,B
287,2008, 彰化縣,家庭收支.平均每戶就業人數,1.66,B
288,2008, 南投縣,家庭收支.平均每戶就業人數,1.51,B
289,2008, 雲林縣,家庭收支.平均每戶就業人數,1.38,B
290,2008, 嘉義縣,家庭收支.平均每戶就業人數,1.34,B
291,2008, 屏東縣,家庭收支.平均每戶就業人數,1.43,B
292,2008, 臺東縣,家庭收支.平均每戶就業人數,1.23,B
293,2008, 花蓮縣,家庭收支.平均每戶就業人數,1.19,B
294,2008, 澎湖縣,家庭收支.平均每戶就業人數,1.13,B
295,2008, 基隆市,家庭收支.平均每戶就業人數,1.28,B
296,2008, 新竹市,家庭收支.平均每戶就業人數,1.52,B
297,2008, 嘉義市,家庭收支.平均每戶就業人數,1.2,B
298,2008, 金門縣,家庭收支.平均每戶就業人數,1.34,B
299,2008, 連江縣,家庭收支.平均每戶就業人數,1.56,B
300,2009, 臺灣地區,家庭收支.平均每戶就業人數,1.46,B
301,2009, 新北市,家庭收支.平均每戶就業人數,1.55,B
302,2009, 臺北市,家庭收支.平均每戶就業人數,1.36,B
303,2009, 桃園市,家庭收支.平均每戶就業人數,1.5,B
304,2009, 臺中市,家庭收支.平均每戶就業人數,1.46,B
305,2009, 臺南市,家庭收支.平均每戶就業人數,1.49,B
306,2009, 高雄市,家庭收支.平均每戶就業人數,1.47,B
307,2009, 宜蘭縣,家庭收支.平均每戶就業人數,1.25,B
308,2009, 新竹縣,家庭收支.平均每戶就業人數,1.64,B
309,2009, 苗栗縣,家庭收支.平均每戶就業人數,1.46,B
310,2009, 彰化縣,家庭收支.平均每戶就業人數,1.58,B
311,2009, 南投縣,家庭收支.平均每戶就業人數,1.53,B
312,2009, 雲林縣,家庭收支.平均每戶就業人數,1.4,B
313,2009, 嘉義縣,家庭收支.平均每戶就業人數,1.38,B
314,2009, 屏東縣,家庭收支.平均每戶就業人數,1.47,B
315,2009, 臺東縣,家庭收支.平均每戶就業人數,1.32,B
316,2009, 花蓮縣,家庭收支.平均每戶就業人數,1.13,B
317,2009, 澎湖縣,家庭收支.平均每戶就業人數,1.22,B
318,2009, 基隆市,家庭收支.平均每戶就業人數,1.35,B
319,2009, 新竹市,家庭收支.平均每戶就業人數,1.46,B
320,2009, 嘉義市,家庭收支.平均每戶就業人數,1.17,B
321,2009, 金門縣,家庭收支.平均每戶就業人數,1.17,B
322,2009, 連江縣,家庭收支.平均每戶就業人數,1.67,B
323,2010, 臺灣地區,家庭收支.平均每戶就業人數,1.44,B
324,2010, 新北市,家庭收支.平均每戶就業人數,1.48,B
325,2010, 臺北市,家庭收支.平均每戶就業人數,1.37,B
326,2010, 桃園市,家庭收支.平均每戶就業人數,1.47,B
327,2010, 臺中市,家庭收支.平均每戶就業人數,1.5,B
328,2010, 臺南市,家庭收支.平均每戶就業人數,1.46,B
329,2010, 高雄市,家庭收支.平均每戶就業人數,1.38,B
330,2010, 宜蘭縣,家庭收支.平均每戶就業人數,1.3,B
331,2010, 新竹縣,家庭收支.平均每戶就業人數,1.67,B
332,2010, 苗栗縣,家庭收支.平均每戶就業人數,1.48,B
333,2010, 彰化縣,家庭收支.平均每戶就業人數,1.62,B
334,2010, 南投縣,家庭收支.平均每戶就業人數,1.48,B
335,2010, 雲林縣,家庭收支.平均每戶就業人數,1.38,B
336,2010, 嘉義縣,家庭收支.平均每戶就業人數,1.36,B
337,2010, 屏東縣,家庭收支.平均每戶就業人數,1.35,B
338,2010, 臺東縣,家庭收支.平均每戶就業人數,1.17,B
339,2010, 花蓮縣,家庭收支.平均每戶就業人數,1.23,B
340,2010, 澎湖縣,家庭收支.平均每戶就業人數,1.08,B
341,2010, 基隆市,家庭收支.平均每戶就業人數,1.38,B
342,2010, 新竹市,家庭收支.平均每戶就業人數,1.66,B
343,2010, 嘉義市,家庭收支.平均每戶就業人數,1.11,B
344,2010, 金門縣,家庭收支.平均每戶就業人數,1.2,B
345,2010, 連江縣,家庭收支.平均每戶就業人數,1.71,B
346,2011, 臺灣地區,家庭收支.平均每戶就業人數,1.49,B
347,2011, 新北市,家庭收支.平均每戶就業人數,1.54,B
348,2011, 臺北市,家庭收支.平均每戶就業人數,1.41,B
349,2011, 桃園市,家庭收支.平均每戶就業人數,1.55,B
350,2011, 臺中市,家庭收支.平均每戶就業人數,1.57,B
351,2011, 臺南市,家庭收支.平均每戶就業人數,1.57,B
352,2011, 高雄市,家庭收支.平均每戶就業人數,1.41,B
353,2011, 宜蘭縣,家庭收支.平均每戶就業人數,1.22,B
354,2011, 新竹縣,家庭收支.平均每戶就業人數,1.64,B
355,2011, 苗栗縣,家庭收支.平均每戶就業人數,1.57,B
356,2011, 彰化縣,家庭收支.平均每戶就業人數,1.68,B
357,2011, 南投縣,家庭收支.平均每戶就業人數,1.49,B
358,2011, 雲林縣,家庭收支.平均每戶就業人數,1.37,B
359,2011, 嘉義縣,家庭收支.平均每戶就業人數,1.36,B
360,2011, 屏東縣,家庭收支.平均每戶就業人數,1.44,B
361,2011, 臺東縣,家庭收支.平均每戶就業人數,1.19,B
362,2011, 花蓮縣,家庭收支.平均每戶就業人數,1.23,B
363,2011, 澎湖縣,家庭收支.平均每戶就業人數,1.05,B
364,2011, 基隆市,家庭收支.平均每戶就業人數,1.43,B
365,2011, 新竹市,家庭收支.平均每戶就業人數,1.52,B
366,2011, 嘉義市,家庭收支.平均每戶就業人數,1.28,B
367,2011, 金門縣,家庭收支.平均每戶就業人數,1.23,B
368,2011, 連江縣,家庭收支.平均每戶就業人數,1.57,B
369,2012, 臺灣地區,家庭收支.平均每戶就業人數,1.46,B
370,2012, 新北市,家庭收支.平均每戶就業人數,1.51,B
371,2012, 臺北市,家庭收支.平均每戶就業人數,1.39,B
372,2012, 桃園市,家庭收支.平均每戶就業人數,1.58,B
373,2012, 臺中市,家庭收支.平均每戶就業人數,1.48,B
374,2012, 臺南市,家庭收支.平均每戶就業人數,1.49,B
375,2012, 高雄市,家庭收支.平均每戶就業人數,1.41,B
376,2012, 宜蘭縣,家庭收支.平均每戶就業人數,1.36,B
377,2012, 新竹縣,家庭收支.平均每戶就業人數,1.68,B
378,2012, 苗栗縣,家庭收支.平均每戶就業人數,1.46,B
379,2012, 彰化縣,家庭收支.平均每戶就業人數,1.58,B
380,2012, 南投縣,家庭收支.平均每戶就業人數,1.61,B
381,2012, 雲林縣,家庭收支.平均每戶就業人數,1.37,B
382,2012, 嘉義縣,家庭收支.平均每戶就業人數,1.29,B
383,2012, 屏東縣,家庭收支.平均每戶就業人數,1.48,B
384,2012, 臺東縣,家庭收支.平均每戶就業人數,1.15,B
385,2012, 花蓮縣,家庭收支.平均每戶就業人數,1.19,B
386,2012, 澎湖縣,家庭收支.平均每戶就業人數,1.04,B
387,2012, 基隆市,家庭收支.平均每戶就業人數,1.27,B
388,2012, 新竹市,家庭收支.平均每戶就業人數,1.5,B
389,2012, 嘉義市,家庭收支.平均每戶就業人數,1.31,B
390,2012, 金門縣,家庭收支.平均每戶就業人數,1.23,B
391,2012, 連江縣,家庭收支.平均每戶就業人數,1.48,B
392,2013, 臺灣地區,家庭收支.平均每戶就業人數,1.46,B
393,2013, 新北市,家庭收支.平均每戶就業人數,1.5,B
394,2013, 臺北市,家庭收支.平均每戶就業人數,1.33,B
395,2013, 桃園市,家庭收支.平均每戶就業人數,1.61,B
396,2013, 臺中市,家庭收支.平均每戶就業人數,1.52,B
397,2013, 臺南市,家庭收支.平均每戶就業人數,1.51,B
398,2013, 高雄市,家庭收支.平均每戶就業人數,1.44,B
399,2013, 宜蘭縣,家庭收支.平均每戶就業人數,1.26,B
400,2013, 新竹縣,家庭收支.平均每戶就業人數,1.61,B
401,2013, 苗栗縣,家庭收支.平均每戶就業人數,1.44,B
402,2013, 彰化縣,家庭收支.平均每戶就業人數,1.62,B
403,2013, 南投縣,家庭收支.平均每戶就業人數,1.45,B
404,2013, 雲林縣,家庭收支.平均每戶就業人數,1.32,B
405,2013, 嘉義縣,家庭收支.平均每戶就業人數,1.38,B
406,2013, 屏東縣,家庭收支.平均每戶就業人數,1.5,B
407,2013, 臺東縣,家庭收支.平均每戶就業人數,1.09,B
408,2013, 花蓮縣,家庭收支.平均每戶就業人數,1.18,B
409,2013, 澎湖縣,家庭收支.平均每戶就業人數,1.11,B
410,2013, 基隆市,家庭收支.平均每戶就業人數,1.29,B
411,2013, 新竹市,家庭收支.平均每戶就業人數,1.54,B
412,2013, 嘉義市,家庭收支.平均每戶就業人數,1.48,B
413,2013, 金門縣,家庭收支.平均每戶就業人數,1.26,B
414,2013, 連江縣,家庭收支.平均每戶就業人數,1.61,B
415,2014, 臺灣地區,家庭收支.平均每戶就業人數,1.45,B
416,2014, 新北市,家庭收支.平均每戶就業人數,1.51,B
417,2014, 臺北市,家庭收支.平均每戶就業人數,1.34,B
418,2014, 桃園市,家庭收支.平均每戶就業人數,1.65,B
419,2014, 臺中市,家庭收支.平均每戶就業人數,1.47,B
420,2014, 臺南市,家庭收支.平均每戶就業人數,1.53,B
